derep File CorvsMaximumcluster CorvsTotal CorvsNumberOfClusters NumberOfClusters DetectedReqGenus
derep ./testing_clustering_derep/r198/contigs_250_woident_unoiseM2_unoiseM4_swarmD1_blast_summary_genus.tsv 0.6319945121814883 0.6816519374483392 0.44578573923964016 20 8
derep ./testing_clustering_derep/r117/contigs_250_woident_swarmD1_unoiseM8_swarmD1_blast_summary_genus.tsv 0.686404985127553 0.749666476821445 0.7410183871356326 21 8
derep ./testing_clustering_derep/r63/contigs_250_woident_clusterP99_unoiseM2_swarmD1_blast_summary_genus.tsv 0.7888305700567214 0.7596533682420086 0.6678995678037878 82 8
derep ./testing_clustering_derep/r148/contigs_250_woident_unoiseM1_unoiseM2_swarmD2_blast_summary_genus.tsv 0.836152415358211 0.7497005550022935 0.6521089709930913 43 8
derep ./testing_clustering_derep/r275/contigs_250_woident_minsize4_unoiseM2_unoiseM1_blast_summary_genus.tsv 0.29879562510508456 0.786369557278056 0.8434882756688329 26 8
derep ./testing_clustering_derep/r133/contigs_250_woident_unoiseM1_swarmD1_clusterP98_blast_summary_genus.tsv 0.7573763861025004 0.7820578872679939 0.7074812033536289 241 8
derep ./testing_clustering_derep/r39/contigs_250_woident_clusterP98_unoiseM20_swarmD1_blast_summary_genus.tsv 0.7789974498704791 0.7370895104401156 -0.07316378029360288 11 8
derep ./testing_clustering_derep/r130/contigs_250_woident_unoiseM1_swarmD2_swarmD2_blast_summary_genus.tsv 0.834781635804732 0.8063777977175018 0.6924303851946334 309 8
derep ./testing_clustering_derep/r78/contigs_250_woident_clusterP99_unoiseM8_swarmD1_blast_summary_genus.tsv 0.7937112551344817 0.7349903755654195 0.6501307493414705 19 8
derep ./testing_clustering_derep/r48/contigs_250_woident_clusterP99_swarmD2_swarmD1_blast_summary_genus.tsv 0.795368521504896 0.8256040509445229 0.8666504035380459 575 8
derep ./testing_clustering_derep/r154/contigs_250_woident_unoiseM1_unoiseM4_swarmD2_blast_summary_genus.tsv 0.834781635804732 0.7399978158343878 0.4156932415638914 19 8
derep ./testing_clustering_derep/r17/contigs_250_woident_clusterP98_unoiseM1_unoiseM1_blast_summary_genus.tsv 0.7791455337296447 0.8057727754458981 0.7279414496984711 260 8
derep ./testing_clustering_derep/r84/contigs_250_woident_clusterP99_unoiseM20_swarmD1_blast_summary_genus.tsv 0.7783025152757006 0.8137949714924889 0.3798150818124163 11 8
derep ./testing_clustering_derep/r99/contigs_250_woident_swarmD1_unoiseM1_swarmD1_blast_summary_genus.tsv 0.6907101167281766 0.8058435753466456 0.670844363361239 305 8
derep ./testing_clustering_derep/r234/contigs_250_woident_minsize2_unoiseM2_swarmD1_blast_summary_genus.tsv 0.6319945121814883 0.695178172736077 0.5940989302806877 51 8
derep ./testing_clustering_derep/r201/contigs_250_woident_unoiseM2_unoiseM8_swarmD1_blast_summary_genus.tsv 0.6319945121814883 0.6757977381432497 0.16402624629927992 12 8
derep ./testing_clustering_derep/r97/contigs_250_woident_swarmD1_unoiseM1_clusterP98_blast_summary_genus.tsv 0.7430846975542637 0.8048726917677002 0.70081541212213 238 8
derep ./testing_clustering_derep/r132/contigs_250_woident_unoiseM1_swarmD2_swarmD1_blast_summary_genus.tsv 0.834781635804732 0.8063777977175018 0.6924303851946334 309 8
derep ./testing_clustering_derep/r59/contigs_250_woident_clusterP99_unoiseM1_unoiseM1_blast_summary_genus.tsv 0.7872972588928913 0.8568515961763532 0.7065536388138259 319 8
derep ./testing_clustering_derep/r222/contigs_250_woident_minsize2_swarmD1_swarmD1_blast_summary_genus.tsv 0.6856861391984839 0.7382025733857461 0.5464491852337144 72 8
derep ./testing_clustering_derep/r61/contigs_250_woident_clusterP99_unoiseM2_clusterP98_blast_summary_genus.tsv 0.7542576608069121 0.754109008630674 0.46941241948097356 52 8
derep ./testing_clustering_derep/r36/contigs_250_woident_clusterP98_unoiseM8_swarmD1_blast_summary_genus.tsv 0.7789974498704791 0.7498968577616405 0.6200992238143507 20 8
derep ./testing_clustering_derep/r292/contigs_250_woident_minsize4_unoiseM20_swarmD2_blast_summary_genus.tsv 0.8214762632631313 0.7056838062436367 -0.20528948273410524 9 8
derep ./testing_clustering_derep/r155/contigs_250_woident_unoiseM1_unoiseM4_unoiseM1_blast_summary_genus.tsv 0.3376927430588696 0.8240007460173362 0.8159736884111262 28 8
derep ./testing_clustering_derep/r247/contigs_250_woident_minsize2_unoiseM20_clusterP98_blast_summary_genus.tsv 0.8320697705477555 0.8320697705477555 NaN 7 7
derep ./testing_clustering_derep/r126/contigs_250_woident_swarmD1_unoiseM20_swarmD1_blast_summary_genus.tsv 0.6875856041456292 0.7444508011648866 0.16402624629927992 12 8
derep ./testing_clustering_derep/r43/contigs_250_woident_clusterP99_swarmD2_clusterP98_blast_summary_genus.tsv 0.7709014415753733 0.8049913458864526 0.720541845251188 252 8
derep ./testing_clustering_derep/r94/contigs_250_woident_swarmD1_swarmD1_swarmD2_blast_summary_genus.tsv 0.8746322751929266 0.8392971905936071 0.7674578635972996 396 8
derep ./testing_clustering_derep/r70/contigs_250_woident_clusterP99_unoiseM4_swarmD2_blast_summary_genus.tsv 0.788408138432896 0.7375462720481011 0.7683307068542812 33 8
derep ./testing_clustering_derep/r162/contigs_250_woident_unoiseM1_unoiseM8_swarmD1_blast_summary_genus.tsv 0.7618090123084602 0.8246149155515057 0.039198108083640375 10 8
derep ./testing_clustering_derep/r237/contigs_250_woident_minsize2_unoiseM4_swarmD1_blast_summary_genus.tsv 0.6592183065558747 0.8067652840274709 0.5038513307396397 19 8
derep ./testing_clustering_derep/r76/contigs_250_woident_clusterP99_unoiseM8_swarmD2_blast_summary_genus.tsv 0.7937112551344817 0.7349903755654195 0.6501307493414705 19 8
derep ./testing_clustering_derep/r207/contigs_250_woident_unoiseM2_unoiseM20_swarmD1_blast_summary_genus.tsv 0.6488139113495378 0.7914107813448137 0.3798150818124163 11 8
derep ./testing_clustering_derep/r263/contigs_250_woident_minsize4_swarmD1_unoiseM1_blast_summary_genus.tsv 0.6592183065558747 0.8067652840274709 0.5038513307396397 19 8
derep ./testing_clustering_derep/r243/contigs_250_woident_minsize2_unoiseM8_swarmD1_blast_summary_genus.tsv 0.6452493508206484 0.6777278992449635 0.16402624629927992 12 8
derep ./testing_clustering_derep/r280/contigs_250_woident_minsize4_unoiseM4_swarmD2_blast_summary_genus.tsv 0.8061009714009293 0.6959664002824624 0.3437836941505235 17 8
derep ./testing_clustering_derep/r73/contigs_250_woident_clusterP99_unoiseM8_clusterP98_blast_summary_genus.tsv 0.7563654923888897 0.7349903755654195 0.4877585352906864 13 8
derep ./testing_clustering_derep/r208/contigs_250_woident_unoiseM2_unoiseM20_swarmD2_blast_summary_genus.tsv 0.7895616834393465 0.6757977381432498 -0.20528948273410524 9 8
derep ./testing_clustering_derep/r215/contigs_250_woident_minsize2_swarmD2_unoiseM1_blast_summary_genus.tsv 0.7899622279550066 0.6959276544664537 0.5819733366144075 42 8
derep ./testing_clustering_derep/r53/contigs_250_woident_clusterP99_swarmD1_unoiseM1_blast_summary_genus.tsv 0.8018074334198617 0.809434312742276 0.707642384674613 320 8
derep ./testing_clustering_derep/r10/contigs_250_woident_clusterP98_swarmD1_swarmD2_blast_summary_genus.tsv 0.7789974498704791 0.8057727754458981 0.7346212515527198 264 8
derep ./testing_clustering_derep/r58/contigs_250_woident_clusterP99_unoiseM1_swarmD2_blast_summary_genus.tsv 0.8018074334198617 0.809434312742276 0.707642384674613 320 8
derep ./testing_clustering_derep/r29/contigs_250_woident_clusterP98_unoiseM4_unoiseM1_blast_summary_genus.tsv 0.7789974498704791 0.7627972357282985 0.815091701704318 36 8
derep ./testing_clustering_derep/r172/contigs_250_woident_unoiseM2_swarmD2_swarmD2_blast_summary_genus.tsv 0.7895616834393465 0.6951781727360771 0.6076074762027119 45 8
derep ./testing_clustering_derep/r109/contigs_250_woident_swarmD1_unoiseM4_clusterP98_blast_summary_genus.tsv 0.7416857137375443 0.7545436846960759 0.4875980620061029 21 8
derep ./testing_clustering_derep/r137/contigs_250_woident_unoiseM1_swarmD1_unoiseM1_blast_summary_genus.tsv 0.79001178496669 0.805678248231276 0.6799046605759486 308 8
derep ./testing_clustering_derep/r77/contigs_250_woident_clusterP99_unoiseM8_unoiseM1_blast_summary_genus.tsv 0.7937112551344817 0.7349903755654195 0.6501307493414705 19 8
derep ./testing_clustering_derep/r259/contigs_250_woident_minsize4_swarmD1_clusterP98_blast_summary_genus.tsv 0.7113658582033539 0.6959664002824623 0.1125879937561203 14 8
derep ./testing_clustering_derep/r102/contigs_250_woident_swarmD1_unoiseM1_swarmD1_blast_summary_genus.tsv 0.6907101167281766 0.8058435753466456 0.670844363361239 305 8
derep ./testing_clustering_derep/r204/contigs_250_woident_unoiseM2_unoiseM8_swarmD1_blast_summary_genus.tsv 0.6319945121814883 0.6757977381432497 0.16402624629927992 12 8
derep ./testing_clustering_derep/r35/contigs_250_woident_clusterP98_unoiseM8_unoiseM1_blast_summary_genus.tsv 0.7789974498704791 0.7498968577616405 0.6200992238143507 20 8
derep ./testing_clustering_derep/r22/contigs_250_woident_clusterP98_unoiseM2_swarmD2_blast_summary_genus.tsv 0.7789974498704791 0.7757876485980446 0.6476097118521934 70 8
derep ./testing_clustering_derep/r69/contigs_250_woident_clusterP99_unoiseM4_swarmD1_blast_summary_genus.tsv 0.788408138432896 0.7375462720481011 0.7683307068542812 33 8
derep ./testing_clustering_derep/r120/contigs_250_woident_swarmD1_unoiseM8_swarmD1_blast_summary_genus.tsv 0.6872828427832363 0.830256041670133 0.7861257901904509 20 8
derep ./testing_clustering_derep/r7/contigs_250_woident_clusterP98_swarmD1_clusterP98_blast_summary_genus.tsv 0.7789974498704791 0.8057727754458981 0.7346212515527198 264 8
derep ./testing_clustering_derep/r144/contigs_250_woident_unoiseM1_unoiseM1_swarmD1_blast_summary_genus.tsv 0.7888858310308976 0.805678248231276 0.6929514127067031 312 8
derep ./testing_clustering_derep/r245/contigs_250_woident_minsize2_unoiseM8_unoiseM1_blast_summary_genus.tsv 0.2979541018128415 0.7809353320242353 0.6445944265322315 17 8
derep ./testing_clustering_derep/r193/contigs_250_woident_unoiseM2_unoiseM4_clusterP98_blast_summary_genus.tsv 0.6787006338396 0.6816519374483392 0.30969537440089323 14 8
derep ./testing_clustering_derep/r3/contigs_250_woident_clusterP98_swarmD2_swarmD1_blast_summary_genus.tsv 0.7789974498704791 0.8057727754458981 0.7346212515527198 264 8
derep ./testing_clustering_derep/r264/contigs_250_woident_minsize4_swarmD1_swarmD1_blast_summary_genus.tsv 0.6849888045528962 0.8036333063152155 0.5482334041550624 26 8
derep ./testing_clustering_derep/r12/contigs_250_woident_clusterP98_swarmD1_swarmD1_blast_summary_genus.tsv 0.7789974498704791 0.8057727754458981 0.7346212515527198 264 8
derep ./testing_clustering_derep/r268/contigs_250_woident_minsize4_unoiseM1_swarmD2_blast_summary_genus.tsv 0.8061009714009293 0.6959664002824624 0.3437836941505235 17 8
derep ./testing_clustering_derep/r41/contigs_250_woident_clusterP98_unoiseM20_unoiseM1_blast_summary_genus.tsv 0.7789974498704791 0.7370895104401156 -0.07316378029360288 11 8
derep ./testing_clustering_derep/r145/contigs_250_woident_unoiseM1_unoiseM2_clusterP98_blast_summary_genus.tsv 0.7382396379687755 0.7485500374675259 0.6509955897362193 35 8
derep ./testing_clustering_derep/r118/contigs_250_woident_swarmD1_unoiseM8_swarmD2_blast_summary_genus.tsv 0.8356731075652668 0.749666476821445 0.7172724475115783 18 8
derep ./testing_clustering_derep/r258/contigs_250_woident_minsize4_swarmD2_swarmD1_blast_summary_genus.tsv 0.8494804034896231 0.7360126066789423 0.3339899635837099 20 8
derep ./testing_clustering_derep/r250/contigs_250_woident_minsize2_unoiseM20_swarmD2_blast_summary_genus.tsv 0.8214762632631313 0.7056838062436367 -0.20528948273410524 9 8
derep ./testing_clustering_derep/r191/contigs_250_woident_unoiseM2_unoiseM2_unoiseM1_blast_summary_genus.tsv 0.29924619018330645 0.7815869016457374 0.6800619627859674 60 8
derep ./testing_clustering_derep/r244/contigs_250_woident_minsize2_unoiseM8_swarmD2_blast_summary_genus.tsv 0.8086727157262196 0.6777278992449635 -0.20528948273410524 9 8
derep ./testing_clustering_derep/r55/contigs_250_woident_clusterP99_unoiseM1_clusterP98_blast_summary_genus.tsv 0.772157301172646 0.7975653737950822 0.7157032937925402 247 8
derep ./testing_clustering_derep/r54/contigs_250_woident_clusterP99_swarmD1_swarmD1_blast_summary_genus.tsv 0.795368521504896 0.8257923739333083 0.8656260127264445 574 8
derep ./testing_clustering_derep/r227/contigs_250_woident_minsize2_unoiseM1_unoiseM1_blast_summary_genus.tsv 0.29924619018330645 0.7815869016457374 0.6800619627859674 60 8
derep ./testing_clustering_derep/r228/contigs_250_woident_minsize2_unoiseM1_swarmD1_blast_summary_genus.tsv 0.6319945121814883 0.6960783661591184 0.6284790621399031 50 8
derep ./testing_clustering_derep/r64/contigs_250_woident_clusterP99_unoiseM2_swarmD2_blast_summary_genus.tsv 0.7888305700567214 0.7596533682420086 0.6678995678037878 82 8
derep ./testing_clustering_derep/r103/contigs_250_woident_swarmD1_unoiseM2_clusterP98_blast_summary_genus.tsv 0.7385006114493649 0.760365795952053 0.49678190409531064 42 8
derep ./testing_clustering_derep/r138/contigs_250_woident_unoiseM1_swarmD1_swarmD1_blast_summary_genus.tsv 0.7829277838435678 0.8060283205277173 0.6793081403339845 336 8
derep ./testing_clustering_derep/r265/contigs_250_woident_minsize4_unoiseM1_clusterP98_blast_summary_genus.tsv 0.6921240766011382 0.6959664002824623 0.30969537440089323 14 8
derep ./testing_clustering_derep/r82/contigs_250_woident_clusterP99_unoiseM20_swarmD2_blast_summary_genus.tsv 0.795368521504896 0.7271815559279925 0.16402624629927992 12 8
derep ./testing_clustering_derep/r71/contigs_250_woident_clusterP99_unoiseM4_unoiseM1_blast_summary_genus.tsv 0.788408138432896 0.7375462720481011 0.7683307068542812 33 8
derep ./testing_clustering_derep/r179/contigs_250_woident_unoiseM2_swarmD1_unoiseM1_blast_summary_genus.tsv 0.6339453510203961 0.695178172736077 0.5791445094199417 47 8
derep ./testing_clustering_derep/r180/contigs_250_woident_unoiseM2_swarmD1_swarmD1_blast_summary_genus.tsv 0.6319945121814883 0.695178172736077 0.5940989302806877 51 8
derep ./testing_clustering_derep/r196/contigs_250_woident_unoiseM2_unoiseM4_swarmD2_blast_summary_genus.tsv 0.7895616834393465 0.6816519374483392 0.3437836941505235 17 8
derep ./testing_clustering_derep/r277/contigs_250_woident_minsize4_unoiseM4_clusterP98_blast_summary_genus.tsv 0.6921240766011382 0.6959664002824623 0.30969537440089323 14 8
derep ./testing_clustering_derep/r202/contigs_250_woident_unoiseM2_unoiseM8_swarmD2_blast_summary_genus.tsv 0.7895616834393465 0.6757977381432498 -0.20528948273410524 9 8
derep ./testing_clustering_derep/r289/contigs_250_woident_minsize4_unoiseM20_clusterP98_blast_summary_genus.tsv 0.7056838062436367 0.7056838062436367 NaN 8 8
derep ./testing_clustering_derep/r31/contigs_250_woident_clusterP98_unoiseM8_clusterP98_blast_summary_genus.tsv 0.7731543731556559 0.7882570603577669 0.6707320902528491 19 8
derep ./testing_clustering_derep/r171/contigs_250_woident_unoiseM2_swarmD2_swarmD1_blast_summary_genus.tsv 0.7914107813448137 0.7967456882791053 0.6039935960490233 44 8
derep ./testing_clustering_derep/r75/contigs_250_woident_clusterP99_unoiseM8_swarmD1_blast_summary_genus.tsv 0.7937112551344817 0.7349903755654195 0.6501307493414705 19 8
derep ./testing_clustering_derep/r37/contigs_250_woident_clusterP98_unoiseM20_clusterP98_blast_summary_genus.tsv 0.7777097154520187 0.7370895104401156 -0.07316378029360288 11 8
derep ./testing_clustering_derep/r276/contigs_250_woident_minsize4_unoiseM2_swarmD1_blast_summary_genus.tsv 0.6460657969655259 0.6959664002824623 0.44578573923964016 20 8
derep ./testing_clustering_derep/r288/contigs_250_woident_minsize4_unoiseM8_swarmD1_blast_summary_genus.tsv 0.6452493508206484 0.6777278992449635 0.16402624629927992 12 8
derep ./testing_clustering_derep/r175/contigs_250_woident_unoiseM2_swarmD1_clusterP98_blast_summary_genus.tsv 0.6816301519737472 0.6936686447924333 0.5557290951036181 30 8
derep ./testing_clustering_derep/r241/contigs_250_woident_minsize2_unoiseM8_clusterP98_blast_summary_genus.tsv 0.6777278992449635 0.6777278992449635 NaN 8 8
derep ./testing_clustering_derep/r23/contigs_250_woident_clusterP98_unoiseM2_unoiseM1_blast_summary_genus.tsv 0.7789974498704791 0.7757876485980446 0.6476097118521934 70 8
derep ./testing_clustering_derep/r47/contigs_250_woident_clusterP99_swarmD2_unoiseM1_blast_summary_genus.tsv 0.7872972588928913 0.8565051812206721 0.7065536388138259 319 8
derep ./testing_clustering_derep/r83/contigs_250_woident_clusterP99_unoiseM20_unoiseM1_blast_summary_genus.tsv 0.795368521504896 0.7271815559279925 0.16402624629927992 12 8
derep ./testing_clustering_derep/r42/contigs_250_woident_clusterP98_unoiseM20_swarmD1_blast_summary_genus.tsv 0.7789974498704791 0.7370895104401156 -0.07316378029360288 11 8
derep ./testing_clustering_derep/r57/contigs_250_woident_clusterP99_unoiseM1_swarmD1_blast_summary_genus.tsv 0.8018074334198617 0.809434312742276 0.707642384674613 320 8
derep ./testing_clustering_derep/r52/contigs_250_woident_clusterP99_swarmD1_swarmD2_blast_summary_genus.tsv 0.795368521504896 0.8256040509445229 0.8666504035380459 575 8
derep ./testing_clustering_derep/r274/contigs_250_woident_minsize4_unoiseM2_swarmD2_blast_summary_genus.tsv 0.8061009714009293 0.6959664002824624 0.3437836941505235 17 8
derep ./testing_clustering_derep/r249/contigs_250_woident_minsize2_unoiseM20_swarmD1_blast_summary_genus.tsv 0.6567784917810227 0.7056838062436367 0.16402624629927992 12 8
derep ./testing_clustering_derep/r187/contigs_250_woident_unoiseM2_unoiseM2_clusterP98_blast_summary_genus.tsv 0.6803292147743213 0.6936686447924333 0.5808249097254488 33 8
derep ./testing_clustering_derep/r177/contigs_250_woident_unoiseM2_swarmD1_swarmD1_blast_summary_genus.tsv 0.6319945121814883 0.695178172736077 0.5940989302806877 51 8
derep ./testing_clustering_derep/r51/contigs_250_woident_clusterP99_swarmD1_swarmD1_blast_summary_genus.tsv 0.795368521504896 0.8256040509445229 0.8666504035380459 575 8
derep ./testing_clustering_derep/r45/contigs_250_woident_clusterP99_swarmD2_swarmD1_blast_summary_genus.tsv 0.795368521504896 0.8256040509445229 0.8666504035380459 575 8
derep ./testing_clustering_derep/r195/contigs_250_woident_unoiseM2_unoiseM4_swarmD1_blast_summary_genus.tsv 0.6319945121814883 0.6816519374483392 0.44578573923964016 20 8
derep ./testing_clustering_derep/r192/contigs_250_woident_unoiseM2_unoiseM2_swarmD1_blast_summary_genus.tsv 0.6341626821226687 0.695178172736077 0.5974783402356856 48 8
derep ./testing_clustering_derep/r25/contigs_250_woident_clusterP98_unoiseM4_clusterP98_blast_summary_genus.tsv 0.7789974498704791 0.7627972357282985 0.815091701704318 36 8
derep ./testing_clustering_derep/r27/contigs_250_woident_clusterP98_unoiseM4_swarmD1_blast_summary_genus.tsv 0.7731543731556559 0.793507826923748 0.8034736517793141 35 8
derep ./testing_clustering_derep/r105/contigs_250_woident_swarmD1_unoiseM2_swarmD1_blast_summary_genus.tsv 0.6850858970187832 0.7615087882563429 0.567252125751275 59 8
derep ./testing_clustering_derep/r19/contigs_250_woident_clusterP98_unoiseM2_clusterP98_blast_summary_genus.tsv 0.7789974498704791 0.7757876485980446 0.6476097118521934 70 8
derep ./testing_clustering_derep/r91/contigs_250_woident_swarmD1_swarmD1_clusterP98_blast_summary_genus.tsv 0.7587102609679632 0.8054075654285149 0.7247559729760935 252 8
derep ./testing_clustering_derep/r257/contigs_250_woident_minsize4_swarmD2_unoiseM1_blast_summary_genus.tsv 0.8061009714009293 0.6959664002824623 0.2699796449610751 18 8
derep ./testing_clustering_derep/r213/contigs_250_woident_minsize2_swarmD2_swarmD1_blast_summary_genus.tsv 0.8351202674915085 0.7294366176746302 0.542249400349858 53 8
derep ./testing_clustering_derep/r173/contigs_250_woident_unoiseM2_swarmD2_unoiseM1_blast_summary_genus.tsv 0.7911860837845373 0.6951781727360771 0.5836549562135283 41 8
derep ./testing_clustering_derep/r283/contigs_250_woident_minsize4_unoiseM8_clusterP98_blast_summary_genus.tsv 0.6777278992449635 0.6777278992449635 NaN 8 8
derep ./testing_clustering_derep/r40/contigs_250_woident_clusterP98_unoiseM20_swarmD2_blast_summary_genus.tsv 0.7789974498704791 0.7370895104401156 -0.07316378029360288 11 8
derep ./testing_clustering_derep/r217/contigs_250_woident_minsize2_swarmD1_clusterP98_blast_summary_genus.tsv 0.6992195069500733 0.6936686447924333 0.5628469131606942 31 8
derep ./testing_clustering_derep/r203/contigs_250_woident_unoiseM2_unoiseM8_unoiseM1_blast_summary_genus.tsv 0.2957312185845477 0.7687094315096233 0.6445944265322315 17 8
derep ./testing_clustering_derep/r261/contigs_250_woident_minsize4_swarmD1_swarmD1_blast_summary_genus.tsv 0.6958752813485426 0.7439976467972887 0.5064950177603688 27 8
derep ./testing_clustering_derep/r214/contigs_250_woident_minsize2_swarmD2_swarmD2_blast_summary_genus.tsv 0.8171223113878829 0.794840379374952 0.5460129992164049 52 8
derep ./testing_clustering_derep/r113/contigs_250_woident_swarmD1_unoiseM4_unoiseM1_blast_summary_genus.tsv 0.6877796629350266 0.7543227933497554 0.5871634666470893 31 8
derep ./testing_clustering_derep/r21/contigs_250_woident_clusterP98_unoiseM2_swarmD1_blast_summary_genus.tsv 0.7789974498704791 0.7757876485980446 0.6476097118521934 70 8
derep ./testing_clustering_derep/r60/contigs_250_woident_clusterP99_unoiseM1_swarmD1_blast_summary_genus.tsv 0.8018074334198617 0.809434312742276 0.707642384674613 320 8
derep ./testing_clustering_derep/r232/contigs_250_woident_minsize2_unoiseM2_swarmD2_blast_summary_genus.tsv 0.7914107813448137 0.7967456882791053 0.6039935960490233 44 8
derep ./testing_clustering_derep/r281/contigs_250_woident_minsize4_unoiseM4_unoiseM1_blast_summary_genus.tsv 0.29879562510508456 0.786369557278056 0.8434882756688329 26 8
derep ./testing_clustering_derep/r139/contigs_250_woident_unoiseM1_unoiseM1_clusterP98_blast_summary_genus.tsv 0.7408431056646894 0.8047043872137729 0.7085634533556373 248 8
derep ./testing_clustering_derep/r30/contigs_250_woident_clusterP98_unoiseM4_swarmD1_blast_summary_genus.tsv 0.7789974498704791 0.7627972357282985 0.815091701704318 36 8
derep ./testing_clustering_derep/r124/contigs_250_woident_swarmD1_unoiseM20_swarmD2_blast_summary_genus.tsv 0.8372968472837016 0.7444508011648867 -0.20528948273410524 9 8
