File CorvsMaximumcluster CorvsTotal CorvsNumberOfClusters NumberOfClusters DetectedReqGenus
./testing_clustering/r97/contigs_250_woident_minsize2_unoiseM4_blast_summary_genus.tsv 0.5551478556453779 0.8561271267565543 0.8087609503741456 98 8
./testing_clustering/r59/contigs_250_woident_unoiseM2_minsize3_blast_summary_genus.tsv 0.5560265817009433 0.8591709074453909 0.778062446078031 129 8
./testing_clustering/r61/contigs_250_woident_unoiseM2_unoiseM1_blast_summary_genus.tsv 0.5560640572480824 0.8593357945182569 0.7340853001759385 183 8
./testing_clustering/r36/contigs_250_woident_swarmD2_minsize2_blast_summary_genus.tsv 0.8293205024809943 0.8294954352682554 0.7458355450138033 140 8
./testing_clustering/r43/contigs_250_woident_swarmD2_clusterP98_blast_summary_genus.tsv 0.8702020660693972 0.8708969179868681 0.7961413661515887 427 8
./testing_clustering/r94/contigs_250_woident_minsize2_unoiseM1_blast_summary_genus.tsv 0.5560265817009433 0.8593318322244655 0.7272421591207885 186 8
./testing_clustering/r70/contigs_250_woident_unoiseM3_minsize3_blast_summary_genus.tsv 0.5555709656680539 0.8575018467291158 0.7691423238050407 128 8
./testing_clustering/r76/contigs_250_woident_unoiseM3_clusterP98_blast_summary_genus.tsv 0.8669298652507101 0.8669543918608605 0.531043232041375 62 7
./testing_clustering/r110/contigs_250_woident_minsize3_clusterP99_blast_summary_genus.tsv 0.8464996335375997 0.8704658029549899 0.8850943077934781 316 8
./testing_clustering/r73/contigs_250_woident_unoiseM3_unoiseM2_blast_summary_genus.tsv 0.5556085492933266 0.8575018467291158 0.781096441797488 125 8
./testing_clustering/r53/contigs_250_woident_unoiseM1_unoiseM4_blast_summary_genus.tsv 0.5559670735911255 0.8609870641498769 0.823959735628195 96 8
./testing_clustering/r10/contigs_250_woident_clusterP98_clusterP98_blast_summary_genus.tsv 0.8723938323810875 0.8748597620098587 0.8118931489433922 529 8
./testing_clustering/r58/contigs_250_woident_unoiseM2_minsize2_blast_summary_genus.tsv 0.5509687989690779 0.8348011823004253 0.7249907732005634 185 8
./testing_clustering/r29/contigs_250_woident_swarmD1_unoiseM2_blast_summary_genus.tsv 0.8659513970992578 0.8747672593359367 0.6766086348519521 119 8
./testing_clustering/r109/contigs_250_woident_minsize3_clusterP98_blast_summary_genus.tsv 0.8692770388225208 0.8707310430786049 0.660833245784221 79 8
./testing_clustering/r80/contigs_250_woident_unoiseM4_minsize2_blast_summary_genus.tsv 0.5551478556453779 0.8561271267565543 0.8087609503741456 98 8
./testing_clustering/r77/contigs_250_woident_unoiseM3_clusterP99_blast_summary_genus.tsv 0.8587971713182457 0.8707534937031746 0.6679141696263906 81 8
./testing_clustering/r102/contigs_250_woident_minsize3_minsize2_blast_summary_genus.tsv 0.5624438089898388 0.8556482362954583 0.938041991250253 4370 8
./testing_clustering/r116/contigs_250_woident_minsize4_unoiseM1_blast_summary_genus.tsv 0.5501829743136667 0.8320260481671027 0.8092774943912587 98 8
./testing_clustering/r14/contigs_250_woident_clusterP99_minsize2_blast_summary_genus.tsv 0.8469771904674485 0.874106458638132 0.9237691235353547 830 8
./testing_clustering/r35/contigs_250_woident_swarmD2_swarmD1_blast_summary_genus.tsv 0.8584996942317749 0.8708866826394658 0.8092273577561244 612 8
./testing_clustering/r22/contigs_250_woident_clusterP99_clusterP99_blast_summary_genus.tsv 0.8192625859121326 0.8371012670801155 0.9381447038041266 2098 8
./testing_clustering/r69/contigs_250_woident_unoiseM3_minsize2_blast_summary_genus.tsv 0.5505657633953663 0.8332067597279917 0.7738591313387321 128 8
./testing_clustering/r120/contigs_250_woident_minsize4_clusterP98_blast_summary_genus.tsv 0.8679216422465565 0.8692994770270223 0.6925877903661953 71 8
./testing_clustering/r7/contigs_250_woident_clusterP98_unoiseM2_blast_summary_genus.tsv 0.8142179687798036 0.8169525956596512 0.5576633382973465 121 8
./testing_clustering/r3/contigs_250_woident_clusterP98_minsize2_blast_summary_genus.tsv 0.8136286108585139 0.8169525956596512 0.7396212572169989 195 8
./testing_clustering/r38/contigs_250_woident_swarmD2_minsize4_blast_summary_genus.tsv 0.8584996942317749 0.8707243963596003 0.7264327598617295 106 8
./testing_clustering/r12/contigs_250_woident_clusterP99_swarmD2_blast_summary_genus.tsv 0.8469280013969067 0.8744453193645425 0.9386510118223306 2088 8
./testing_clustering/r41/contigs_250_woident_swarmD2_unoiseM3_blast_summary_genus.tsv 0.8584032228511368 0.8707703994702346 0.6550514089070791 84 8
./testing_clustering/r118/contigs_250_woident_minsize4_unoiseM3_blast_summary_genus.tsv 0.5551478556453779 0.8561271267565543 0.8087609503741456 98 8
./testing_clustering/r55/contigs_250_woident_unoiseM1_clusterP99_blast_summary_genus.tsv 0.8622789799832756 0.8749059780530963 0.765847003835127 359 8
./testing_clustering/r54/contigs_250_woident_unoiseM1_clusterP98_blast_summary_genus.tsv 0.8093806506296738 0.8098748413501358 0.7610955656184336 276 8
./testing_clustering/r64/contigs_250_woident_unoiseM2_unoiseM4_blast_summary_genus.tsv 0.5560640572480824 0.8589845592043244 0.8345388393115292 96 8
./testing_clustering/r103/contigs_250_woident_minsize3_minsize3_blast_summary_genus.tsv 0.5624438089898388 0.8556674777875931 0.9379075043141601 4371 8
./testing_clustering/r82/contigs_250_woident_unoiseM4_minsize4_blast_summary_genus.tsv 0.5551478556453779 0.8561271267565543 0.8087609503741456 98 8
./testing_clustering/r71/contigs_250_woident_unoiseM3_minsize4_blast_summary_genus.tsv 0.5555709656680539 0.8573055386822633 0.8185408843462268 97 8
./testing_clustering/r31/contigs_250_woident_swarmD1_unoiseM4_blast_summary_genus.tsv 0.8659961805149297 0.8747239254570441 0.7358896908701645 95 8
./testing_clustering/r75/contigs_250_woident_unoiseM3_unoiseM4_blast_summary_genus.tsv 0.5556085492933266 0.8573132737195179 0.8281590904080302 95 8
./testing_clustering/r37/contigs_250_woident_swarmD2_minsize3_blast_summary_genus.tsv 0.8584996942317749 0.8707513958976286 0.7490589763955542 120 8
./testing_clustering/r23/contigs_250_woident_swarmD1_swarmD2_blast_summary_genus.tsv 0.8587529941014941 0.8746870416292726 0.8603421278348313 750 8
./testing_clustering/r47/contigs_250_woident_unoiseM1_minsize2_blast_summary_genus.tsv 0.5559688390470545 0.8613236079249239 0.7302546192909507 187 8
./testing_clustering/r83/contigs_250_woident_unoiseM4_unoiseM1_blast_summary_genus.tsv 0.5551855638073935 0.856116925378429 0.8345388393115292 96 8
./testing_clustering/r42/contigs_250_woident_swarmD2_unoiseM4_blast_summary_genus.tsv 0.8584147002560295 0.8707433856185508 0.659387963932685 74 8
./testing_clustering/r57/contigs_250_woident_unoiseM2_swarmD1_blast_summary_genus.tsv 0.8642508819503598 0.8726234589572135 0.7225916505222336 108 8
./testing_clustering/r52/contigs_250_woident_unoiseM1_unoiseM3_blast_summary_genus.tsv 0.5559670735911255 0.8611689586656273 0.7772799114858201 126 8
./testing_clustering/r68/contigs_250_woident_unoiseM3_swarmD1_blast_summary_genus.tsv 0.8231599841452824 0.8331987136445191 0.7130254943175929 91 8
./testing_clustering/r51/contigs_250_woident_unoiseM1_unoiseM2_blast_summary_genus.tsv 0.5559694645459731 0.861331290239878 0.7313724477865748 181 8
./testing_clustering/r74/contigs_250_woident_unoiseM3_unoiseM3_blast_summary_genus.tsv 0.5556085492933266 0.8575018467291158 0.781096441797488 125 8
./testing_clustering/r45/contigs_250_woident_unoiseM1_swarmD2_blast_summary_genus.tsv 0.8622789799832756 0.8749179338897184 0.7607580214313875 303 8
./testing_clustering/r25/contigs_250_woident_swarmD1_minsize2_blast_summary_genus.tsv 0.864164448616524 0.8745228763264952 0.8817642847990422 510 8
./testing_clustering/r27/contigs_250_woident_swarmD1_minsize4_blast_summary_genus.tsv 0.864164448616524 0.874485022099513 0.9127895652545751 441 8
./testing_clustering/r32/contigs_250_woident_swarmD1_clusterP98_blast_summary_genus.tsv 0.8743006537547774 0.874857641010426 0.8102718408092915 433 8
./testing_clustering/r105/contigs_250_woident_minsize3_unoiseM1_blast_summary_genus.tsv 0.5555709656680539 0.8574916698407079 0.778062446078031 129 8
./testing_clustering/r19/contigs_250_woident_clusterP99_unoiseM3_blast_summary_genus.tsv 0.8520743082161755 0.8741592199438096 0.7107619215404268 114 8
./testing_clustering/r91/contigs_250_woident_minsize2_minsize2_blast_summary_genus.tsv 0.5624438089898388 0.857387785273107 0.9482092460843791 5566 8
./testing_clustering/r40/contigs_250_woident_swarmD2_unoiseM2_blast_summary_genus.tsv 0.8584016441976738 0.8707798373587392 0.6554543339062238 97 8
./testing_clustering/r113/contigs_250_woident_minsize4_minsize2_blast_summary_genus.tsv 0.5624438089898388 0.8543465219761093 0.9237049393701409 3750 8
./testing_clustering/r21/contigs_250_woident_clusterP99_clusterP98_blast_summary_genus.tsv 0.8732325398901274 0.8748875278574119 0.7954320824457058 479 8
./testing_clustering/r60/contigs_250_woident_unoiseM2_minsize4_blast_summary_genus.tsv 0.5560265817009433 0.8589947413265959 0.8087609503741456 98 8
./testing_clustering/r30/contigs_250_woident_swarmD1_unoiseM3_blast_summary_genus.tsv 0.8659481865609052 0.8747543121413884 0.6891749920829179 108 8
./testing_clustering/r93/contigs_250_woident_minsize2_minsize4_blast_summary_genus.tsv 0.5624438089898388 0.8544320323507972 0.9254484276846434 3756 8
./testing_clustering/r65/contigs_250_woident_unoiseM2_clusterP98_blast_summary_genus.tsv 0.8725119453149374 0.8726134722058304 0.6333309282876052 76 8
./testing_clustering/r88/contigs_250_woident_unoiseM4_clusterP99_blast_summary_genus.tsv 0.8575501320947808 0.8693270711689621 0.6376982203911836 67 8
./testing_clustering/r121/contigs_250_woident_minsize4_clusterP99_blast_summary_genus.tsv 0.8456660580552852 0.8690557984966581 0.8957853665827372 275 8
./testing_clustering/r92/contigs_250_woident_minsize2_minsize3_blast_summary_genus.tsv 0.5624438089898388 0.8554522801468312 0.9361920016195797 4364 8
./testing_clustering/r119/contigs_250_woident_minsize4_unoiseM4_blast_summary_genus.tsv 0.5501829743136667 0.8320260481671027 0.8092774943912587 98 8
./testing_clustering/r26/contigs_250_woident_swarmD1_minsize3_blast_summary_genus.tsv 0.864164448616524 0.8745104588816418 0.8916220478928402 494 8
./testing_clustering/r49/contigs_250_woident_unoiseM1_minsize4_blast_summary_genus.tsv 0.5509357782216997 0.8362734191876003 0.8092774943912587 98 8
./testing_clustering/r13/contigs_250_woident_clusterP99_swarmD1_blast_summary_genus.tsv 0.8192541330020613 0.8370995430975341 0.9386137546030473 2091 8
./testing_clustering/r104/contigs_250_woident_minsize3_minsize4_blast_summary_genus.tsv 0.5624438089898388 0.8544628549280389 0.9250589144588789 3753 8
./testing_clustering/r87/contigs_250_woident_unoiseM4_clusterP98_blast_summary_genus.tsv 0.8695808833202864 0.8693270711689621 0.580692877259797 55 8
./testing_clustering/r108/contigs_250_woident_minsize3_unoiseM4_blast_summary_genus.tsv 0.5551478556453779 0.856116925378429 0.8162440693970984 99 8
./testing_clustering/r18/contigs_250_woident_clusterP99_unoiseM2_blast_summary_genus.tsv 0.8523457821458953 0.8745162912933432 0.7488623987111004 136 8
./testing_clustering/r85/contigs_250_woident_unoiseM4_unoiseM3_blast_summary_genus.tsv 0.5551855638073935 0.8561271267565543 0.8281590904080302 95 8
./testing_clustering/r86/contigs_250_woident_unoiseM4_unoiseM4_blast_summary_genus.tsv 0.5551855638073935 0.8561271267565543 0.8281590904080302 95 8
./testing_clustering/r4/contigs_250_woident_clusterP98_minsize3_blast_summary_genus.tsv 0.8723938323810876 0.8746694865345627 0.7446885451919193 163 8
./testing_clustering/r46/contigs_250_woident_unoiseM1_swarmD1_blast_summary_genus.tsv 0.8659309723344147 0.874920141420716 0.7554773430871876 340 8
./testing_clustering/r33/contigs_250_woident_swarmD1_clusterP99_blast_summary_genus.tsv 0.860204011527388 0.8747203520109205 0.8393052649256899 741 8
./testing_clustering/r6/contigs_250_woident_clusterP98_unoiseM1_blast_summary_genus.tsv 0.8142865045296184 0.8171185838795698 0.7209089394263463 279 8
./testing_clustering/r111/contigs_250_woident_minsize4_swarmD2_blast_summary_genus.tsv 0.8568158246969758 0.8677449792542182 0.709515480420723 89 8
./testing_clustering/r9/contigs_250_woident_clusterP98_unoiseM4_blast_summary_genus.tsv 0.8729628158409691 0.874593762133157 0.5972583151810968 92 8
./testing_clustering/r67/contigs_250_woident_unoiseM3_swarmD2_blast_summary_genus.tsv 0.8587971713182457 0.8707534937031747 0.6487972064868145 76 8
./testing_clustering/r66/contigs_250_woident_unoiseM2_clusterP99_blast_summary_genus.tsv 0.8604558474060797 0.8726234589572135 0.6803695306276522 102 8
./testing_clustering/r90/contigs_250_woident_minsize2_swarmD1_blast_summary_genus.tsv 0.8624306944780584 0.8723208065952103 0.8927046107806943 468 8
./testing_clustering/r107/contigs_250_woident_minsize3_unoiseM3_blast_summary_genus.tsv 0.5555709656680539 0.8575018467291158 0.7691423238050407 128 8
./testing_clustering/r79/contigs_250_woident_unoiseM4_swarmD1_blast_summary_genus.tsv 0.8616090144833225 0.8693270711689622 0.710287058371006 75 8
./testing_clustering/r1/contigs_250_woident_clusterP98_swarmD2_blast_summary_genus.tsv 0.8723938323810875 0.8748605176457429 0.8126502350879977 530 8
./testing_clustering/r28/contigs_250_woident_swarmD1_unoiseM1_blast_summary_genus.tsv 0.8256070762245222 0.8368276431371166 0.749851594189371 308 8
./testing_clustering/r2/contigs_250_woident_clusterP98_swarmD1_blast_summary_genus.tsv 0.8136286108585139 0.8171420271427926 0.8103010191047327 527 8
./testing_clustering/r16/contigs_250_woident_clusterP99_minsize4_blast_summary_genus.tsv 0.8469771904674485 0.8732886393894226 0.9089850240849093 444 8
./testing_clustering/r34/contigs_250_woident_swarmD2_swarmD2_blast_summary_genus.tsv 0.8293205024809943 0.8296340280348776 0.8089154301831297 612 8
./testing_clustering/r72/contigs_250_woident_unoiseM3_unoiseM1_blast_summary_genus.tsv 0.5556085492933266 0.8575018467291158 0.781096441797488 125 8
./testing_clustering/r15/contigs_250_woident_clusterP99_minsize3_blast_summary_genus.tsv 0.8469771904674485 0.8737812497545097 0.9015193924631741 565 8
./testing_clustering/r11/contigs_250_woident_clusterP98_clusterP99_blast_summary_genus.tsv 0.8723938323810875 0.8748605176457429 0.8126502350879977 530 8
./testing_clustering/r50/contigs_250_woident_unoiseM1_unoiseM1_blast_summary_genus.tsv 0.5559295408669307 0.8617479092871387 0.7747585970733804 600 8
./testing_clustering/r89/contigs_250_woident_minsize2_swarmD2_blast_summary_genus.tsv 0.8588401913180442 0.8703227789155656 0.7560064912504597 124 8
./testing_clustering/r96/contigs_250_woident_minsize2_unoiseM3_blast_summary_genus.tsv 0.5555709656680539 0.8575018467291158 0.7691423238050407 128 8
